>CCDC6_ENST00000263102.6,chr10:61548521-61666414
7,153803875,153804032
8,153809285,153809459
9,153831216,153833509

>INTS4_ENST00000534064.1,chr11:77589766-77705724
1,77705636,77705724
2,77702154,77702345
3,77692505,77692622
4,77690042,77690148
5,77671999,77672184
6,77671387,77671437
7,77669792,77669880
8,77666988,77667108
9,77652226,77652297
10,77649697,77649871
11,77639388,77639593
12,77635796,77635938
13,77633402,77633517
14,77632386,77632519
15,77629867,77630024
16,77618763,77618856
17,77614586,77614666
18,77612467,77612597
19,77605336,77605395
20,77602727,77602886
21,77602365,77602508
22,77594878,77594998
23,77589766,77590173

>IL6R_ENST00000368485.3,chr1:154377669-154441926
1,154377669,154378190
2,154401672,154401920
3,154402959,154403082
4,154406995,154407176
5,154407466,154407632
6,154408445,154408586
7,154420601,154420647
8,154422387,154422456
9,154426964,154427057
10,154437610,154441926

>RBM14_ENST00000310137.4,chr11:66384053-66394818
1,66384053,66384528
2,66391685,66393149
3,66393932,66394818

>GMDS_ENST00000380815.4,chr6:1624041-2245926
1,2245555,2245926
2,2124921,2124965
3,2117703,2117790
4,2116005,2116114
5,1961008,1961200
6,1960101,1960205
7,1930337,1930464
8,1742702,1742820
9,1726650,1726746
10,1624707,1624775
11,1624041,1624466

>SLC26A6_ENST00000420764.2,chr3:48663156-48672926
1,48672804,48672916
2,48670910,48671068
3,48670684,48670823
4,48670407,48670517
5,48669678,48669829
6,48669313,48669477
7,48669082,48669234
8,48668657,48668739
9,48668426,48668573
10,48668040,48668153
11,48667871,48667948
12,48667495,48667590
13,48667305,48667411
14,48667075,48667144
15,48666055,48666147
16,48665867,48665974
17,48665379,48665471
18,48664309,48664485
19,48664064,48664118
20,48663651,48663787
21,48663156,48663433

>MBOAT2_ENST00000305997.3,chr2:8992820-9143942
1,9143669,9143942
2,9098626,9098771
3,9083316,9083393
4,9048751,9048846
5,9028148,9028203
6,9022641,9022695
7,9017160,9017343
8,9013238,9013430
9,9008576,9008679
10,9004300,9004364
11,9002720,9002852
12,9000743,9000894
13,8992820,8999034

>ACBD6_ENST00000367595.3,chr1:180244515-180472089
1,180471180,180472089
2,180464596,180464660
3,180461404,180461500
4,180399315,180399397
5,180382501,180382606
6,180366651,180366740
7,180283827,180283857
8,180257365,180257652

>SLC22A1_ENST00000366963.4,chr6:160542821-160579750
1,160542821,160543378
2,160551136,160551239
3,160553264,160553418
4,160554989,160555157
5,160557252,160557366
6,160557576,160557682
7,160560685,160560899
8,160564573,160564681
9,160575830,160575942
10,160577007,160577106
11,160579548,160579750

>AKAP9_ENST00000356239.3,chr7:91570181-91739987
1,91570181,91570461
2,91603025,91603282
3,91609603,91609647
4,91621472,91621525
5,91622199,91622369
6,91623935,91624090
7,91624917,91625114
8,91630162,91632549
9,91641743,91641956
10,91643563,91643642
11,91645443,91645581
12,91646331,91646416
13,91651552,91651666
14,91652128,91652323
15,91659209,91659305
16,91660826,91660918
17,91667733,91668086
18,91669988,91670212
19,91671360,91671500
20,91671982,91672085
21,91674322,91674527
22,91682040,91682272
23,91690574,91690736
24,91691588,91691800
25,91694545,91694777
26,91695741,91695860
27,91699344,91699520
28,91700219,91700323
29,91706169,91706321
30,91707010,91707189
31,91708393,91709466
32,91711836,91711976
33,91712484,91712969
34,91713954,91714017
35,91714133,91714254
36,91714809,91715000
37,91715542,91715730
38,91718699,91718843
39,91722411,91722630
40,91724337,91724487
41,91726003,91726671
42,91726900,91727108
43,91727423,91727528
44,91729001,91729183
45,91730170,91730370
46,91731908,91732140
47,91734992,91735077
48,91736607,91736736
49,91737808,91737947
50,91739436,91739987

>BRAF_ENST00000288602.6,chr7:140419127-140624564
1,140624366,140624564
2,140549911,140550012
3,140534409,140534672
4,140508692,140508795
5,140507760,140507862
6,140501212,140501360
7,140500162,140500281
8,140494108,140494267
9,140487348,140487384
10,140482821,140482957
11,140481376,140481493
12,140477791,140477875
13,140476712,140476888
14,140453987,140454033
15,140453075,140453193
16,140449087,140449218
17,140439612,140439746
18,140434279,140434570

>PPARG_ENST00000397012.2,chr3:12328867-12475855
1,12330337,12330633
2,12353879,12353952
3,12421203,12421430
4,12422821,12422990
5,12434113,12434251
6,12447381,12447580
7,12458203,12458653
8,12475397,12475843

>ERG_ENST00000288319.7,chr21:39751949-40033704
1,39870287,39870407
2,39817327,39817544
3,39795332,39795483
4,39775428,39775631
5,39774479,39774559
6,39772496,39772567
7,39764298,39764366
8,39763581,39763637
9,39762917,39762964
10,39751949,39755845

>ETV1_ENST00000430479.1,chr7:13930853-14031050
1,14029188,14029571
2,14028893,14029089
3,14028633,14028764
4,14027711,14027798
5,14026263,14026310
6,14017052,14017105
7,13978742,13978871
8,13975333,13975521
9,13971127,13971374
10,13950864,13950932
11,13949257,13949325
12,13946055,13946224
13,13940363,13940464
14,13930853,13935712

>ETV4_ENST00000319349.5,chr17:41605212-41656988
1,41623553,41623800
2,41622926,41623036
3,41622642,41622735
4,41622343,41622390
5,41613794,41613847
6,41611227,41611353
7,41610555,41610716
8,41610042,41610307
9,41607475,41607549
10,41607252,41607320
11,41606872,41607044
12,41606503,41606604
13,41605212,41606111

>RUNX1T1_ENST00000523629.1,chr8:92967203-93115514
1,93115085,93115454
2,93088193,93088365
3,93029454,93029591
4,93026807,93027048
5,93023230,93023319
6,93017344,93017525
7,93003867,93004117
8,92999115,92999200
9,92998352,92998553
10,92988133,92988201
11,92982886,92983076
12,92967203,92972745

>SSX4_ENST00000376886.2,chrX:48242863-48252785
1,48242863,48243005
2,48243475,48243563
3,48244003,48244117
4,48244794,48244889
5,48246753,48246802
6,48248788,48248923
7,48251311,48251415
8,48252198,48252785

>FLI1_ENST00000527786.2,chr11:128556430-128683162
1,128563665,128564171
2,128628010,128628221
3,128638013,128638167
4,128642677,128642880
5,128651853,128651918
6,128675261,128675326
7,128677075,128677134
8,128679052,128679099
9,128680354,128683162

>WT1_ENST00000332351.3,chr11:32409321-32457176
1,32456246,32457176
2,32450043,32450165
3,32449502,32449604
4,32439123,32439200
5,32438036,32438086
6,32421494,32421590
7,32417803,32417953
8,32414212,32414301
9,32413518,32413610
10,32409321,32410725

>FEV_ENST00000295727.1,chr2:219845809-219850379
1,219849746,219850379
2,219848953,219849027
3,219845809,219846978

>SP3_ENST00000310015.6,chr2:174771187-174830430
1,174829893,174830430
2,174829133,174829281
3,174828489,174828611
4,174819601,174820960
5,174783321,174783513
6,174777798,174777994
7,174771187,174774985

>CREB1_ENST00000432329.2,chr2:208394461-208468155
1,208394616,208394858
2,208420352,208420473
3,208424950,208425096
4,208425843,208425884
5,208432187,208432287
6,208434903,208435045
7,208439996,208440178
8,208442229,208442379
9,208461638,208468155

>PATZ1_ENST00000266269.5,chr22:31721790-31742218
1,31740318,31742218
2,31738883,31738946
3,31731678,31731849
4,31724773,31724910
5,31721790,31723295

>NCOA1_ENST00000406961.1,chr2:24714783-24993571
1,24714801,24715057
2,24787164,24787299
3,24807345,24807429
4,24866835,24866991
5,24881530,24881635
6,24888618,24888784
7,24896235,24896332
8,24905820,24905997
9,24914350,24914529
10,24916121,24916216
11,24920527,24920667
12,24927955,24928102
13,24929437,24930757
14,24933800,24933980
15,24949458,24949575
16,24951177,24951345
17,24952370,24952684
18,24962301,24962402
19,24964653,24965055
20,24974851,24975025
21,24980842,24981025
22,24985556,24985645
23,24991090,24993571

>POU5F1_ENST00000259915.8,chr6:31132119-31148508
1,31137993,31138470
2,31133704,31133824
3,31133348,31133478
4,31132905,31133063
5,31132120,31132644

>ZNF384_ENST00000396801.3,chr12:6775643-6798738
1,6798534,6798676
2,6797333,6797392
3,6788621,6788691
4,6788112,6788349
5,6787829,6787876
6,6787293,6787626
7,6782382,6782606
8,6781516,6781698
9,6779926,6780004
10,6778197,6778355
11,6775814,6777281

>PBX1_ENST00000420696.2,chr1:164524821-164868533
1,164528872,164529250
2,164532475,164532548
3,164761731,164761975
4,164768936,164769126
5,164776779,164776914
6,164781227,164781386
7,164789309,164789421
8,164790774,164790863
9,164815821,164821068

>DAZL_ENST00000399444.2,chr3:16628299-16711813
1,16646710,16647006
2,16639959,16640105
3,16639594,16639685
4,16638997,16639048
5,16638495,16638558
6,16638257,16638396
7,16636821,16636892
8,16636040,16636090
9,16635162,16635275
10,16633557,16633655
11,16628299,16630220

>TBCEL_ENST00000422003.2,chr11:120894781-120961484
1,120894830,120895000
2,120916383,120916532
3,120918237,120918376
4,120924260,120924441
5,120925761,120926017
6,120929054,120929180
7,120930678,120930794
8,120957487,120961484

>PKD1L1_ENST00000289672.2,chr7:47814250-47988088
1,47987994,47988088
2,47982993,47983108
3,47979790,47979914
4,47976443,47976555
5,47971533,47971653
6,47970701,47970918
7,47968801,47969123
8,47955029,47955196
9,47947674,47947847
10,47945440,47945559
11,47944754,47944922
12,47943975,47944214
13,47941976,47942108
14,47937585,47937791
15,47933475,47933656
16,47930140,47930361
17,47927588,47927748
18,47925284,47925652
19,47924196,47924255
20,47921507,47921683
21,47920326,47920403
22,47917087,47917229
23,47915695,47915815
24,47913497,47913608
25,47906017,47906212
26,47904814,47904870
27,47898271,47898483
28,47897203,47897430
29,47894753,47894863
30,47894480,47894637
31,47892725,47892825
32,47886477,47886669
33,47884593,47884676
34,47882560,47882767
35,47880059,47880165
36,47879044,47879260
37,47876519,47876692
38,47874731,47874841
39,47874565,47874637
40,47873937,47873983
41,47872688,47872850
42,47870815,47870950
43,47869638,47869722
44,47869023,47869199
45,47866948,47867066
46,47860674,47860784
47,47854932,47855055
48,47853529,47853612
49,47852719,47852891
50,47851415,47851649
51,47849071,47849175
52,47847845,47847985
53,47842808,47842942
54,47840247,47840477
55,47835587,47835748
56,47832225,47832395
57,47814250,47814764

>ACLY_ENST00000352035.2,chr17:40023161-40086795
1,40075133,40075240
2,40069968,40070149
3,40068673,40068795
4,40066475,40066537
5,40065763,40065953
6,40065242,40065321
7,40063695,40063825
8,40062781,40062899
9,40061775,40061911
10,40060982,40061043
11,40057949,40058066
12,40054884,40055038
13,40054002,40054092
14,40052873,40052902
15,40049286,40049427
16,40048532,40048700
17,40043852,40043956
18,40042365,40042561
19,40040446,40040527
20,40039375,40039485
21,40035050,40035177
22,40034356,40034449
23,40030064,40030218
24,40028285,40028435
25,40027942,40028085
26,40025727,40025840
27,40025296,40025378
28,40024962,40025038
29,40023161,40024157

>AFF4_ENST00000265343.5,chr5:132211071-132299326
1,132298951,132299326
2,132272759,132272885
3,132269839,132270633
4,132267870,132267914
5,132262813,132262899
6,132240060,132240096
7,132238134,132238179
8,132235279,132235333
9,132234796,132234833
10,132233922,132234084
11,132232015,132232932
12,132228722,132228810
13,132227856,132228096
14,132224771,132224865
15,132223789,132223852
16,132223538,132223674
17,132223213,132223284
18,132222002,132222095
19,132220768,132220811
20,132219032,132219252
21,132211071,132216878

>RNF216_ENST00000425013.2,chr7:5659678-5821370
1,5821172,5821327
2,5800634,5800769
3,5792477,5792610
4,5780604,5781275
5,5778907,5778983
6,5770346,5770448
7,5769063,5769227
8,5764955,5765069
9,5760664,5760803
10,5756347,5756397
11,5754684,5754821
12,5752346,5752494
13,5751392,5751470
14,5692044,5692141
15,5680785,5681007
16,5663687,5663756
17,5659678,5662810

>ITPR2_ENST00000381340.3,chr12:26490342-26986131
1,26985623,26986131
2,26943090,26943160
3,26878583,26878698
4,26877589,26877675
5,26875330,26875488
6,26869077,26869175
7,26868685,26868768
8,26868232,26868378
9,26864106,26864201
10,26848539,26848583
11,26839414,26839565
12,26835507,26835606
13,26834807,26834967
14,26818843,26818984
15,26816618,26816779
16,26812046,26812218
17,26810944,26811063
18,26810640,26810825
19,26809230,26809481
20,26808641,26808785
21,26806909,26807059
22,26784799,26784992
23,26780966,26781095
24,26777232,26777289
25,26775173,26775338
26,26774056,26774229
27,26755550,26755639
28,26755303,26755428
29,26752920,26753042
30,26752078,26752278
31,26749816,26750067
32,26748398,26748523
33,26732960,26733088
34,26731646,26731766
35,26714695,26714885
36,26709166,26709308
37,26703180,26703288
38,26648085,26648193
39,26647086,26647273
40,26640001,26640184
41,26639037,26639293
42,26636631,26636831
43,26634064,26634174
44,26629845,26629940
45,26628229,26628351
46,26596476,26596583
47,26592060,26592252
48,26589154,26589279
49,26580846,26581021
50,26571982,26572146
51,26568236,26568431
52,26564253,26564345
53,26553061,26553191
54,26551809,26551974
55,26540367,26540527
56,26493100,26493261
57,26490342,26492416

>ZNF703_ENST00000331569.4,chr8:37553269-37557537
1,37553269,37553740
2,37554663,37557537

>USH1G_ENST00000319642.1,chr17:72912176-72919351
1,72919005,72919351
2,72915549,72916766
3,72912176,72914171

>ASIC2_ENST00000225823.2,chr17:31340105-32501983
1,31618426,31620006
2,31438935,31439085
3,31415881,31416008
4,31355260,31355410
5,31352944,31353000
6,31350879,31351032
7,31348237,31348328
8,31344623,31344702
9,31342989,31343057
10,31340105,31341084

>SUZ12_ENST00000322652.5,chr17:30264037-30328064
1,30264037,30264539
2,30267305,30267351
3,30267441,30267505
4,30274636,30274704
5,30293166,30293215
6,30300165,30300250
7,30302501,30302732
8,30303540,30303633
9,30310018,30310123
10,30315339,30315516
11,30320261,30320352
12,30320884,30321027
13,30321583,30321740
14,30322583,30322781
15,30323817,30323896
16,30325677,30328064

>PDGFB_ENST00000331163.6,chr22:39619364-39640756
1,39639906,39640756
2,39631783,39631879
3,39629440,39629529
4,39627627,39627832
5,39626089,39626233
6,39621700,39621852
7,39619364,39621318

>CREB3L1_ENST00000529193.1,chr11:46299212-46342972
1,46299212,46299764
2,46321486,46321714
3,46329367,46329551
4,46331540,46331618
5,46332583,46332740
6,46333876,46334025
7,46334163,46334221
8,46334402,46334470
9,46337837,46337936
10,46338912,46339038
11,46341815,46342079
12,46342260,46342972

>ABL1_ENST00000318560.5,chr9:133589333-133763062
1,133710453,133710912
2,133729451,133729624
3,133730188,133730483
4,133738150,133738422
5,133747516,133747600
6,133748247,133748424
7,133750255,133750439
8,133753802,133753954
9,133755455,133755544
10,133755887,133756051
11,133759356,133763062

>LHFP_ENST00000379589.3,chr13:39917029-40177665
1,40177020,40177308
2,40174969,40175527
3,39952565,39952663
4,39917029,39918191

>CCNB1IP1_ENST00000398169.3,chr14:20779527-20801471
1,20797333,20797539
2,20794875,20794952
3,20793698,20793812
4,20785954,20786133
5,20784386,20784719
6,20781627,20781960
7,20779529,20779911

>COX6C_ENST00000520468.2,chr8:100885428-100906290
1,100905867,100906290
2,100904136,100904280
3,100899718,100899846
4,100890094,100890493

>EBF1_ENST00000313708.6,chr5:158122928-158526769
1,158526353,158526769
2,158523982,158524138
3,158523351,158523414
4,158522628,158522683
5,158511674,158511747
6,158500404,158500472
7,158267037,158267118
8,158250184,158250325
9,158223353,158223483
10,158204421,158204547
11,158158077,158158165
12,158141125,158141190
13,158139978,158140155
14,158139162,158139341
15,158134987,158135181
16,158122928,158126150

>WIF1_ENST00000286574.4,chr12:65444406-65515346
1,65514824,65515346
2,65514197,65514336
3,65471526,65471634
4,65462544,65462684
5,65461475,65461570
6,65460421,65460516
7,65456261,65456356
8,65449811,65449906
9,65448898,65448993
10,65444406,65445250

>ALDH2_ENST00000261733.2,chr12:112204691-112247782
1,112204726,112204900
2,112219722,112219826
3,112220962,112221102
4,112223071,112223150
5,112227627,112227738
6,112228238,112228366
7,112229110,112229223
8,112229865,112229967
9,112230402,112230586
10,112235882,112236046
11,112237710,112237867
12,112241663,112241777
13,112247347,112247782

>NCOA2_ENST00000452400.2,chr8:71021997-71316040
1,71315935,71316040
2,71208979,71209035
3,71128895,71128999
4,71126138,71126310
5,71086991,71087094
6,71082437,71082614
7,71078801,71078989
8,71075700,71075801
9,71074946,71075089
10,71071740,71071887
11,71068206,71069475
12,71060508,71060718
13,71056877,71057083
14,71053419,71053634
15,71050438,71050567
16,71044072,71044237
17,71040937,71041215
18,71040668,71040745
19,71039048,71039282
20,71036923,71037100
21,71036119,71036317
22,71033537,71033626
23,71021997,71025878

>ELK4_ENST00000357992.4,chr1:205577071-205601090
1,205600760,205601090
2,205592804,205593019
3,205589094,205589966
4,205588085,205588201
5,205577071,205585772

>TCF7L2_ENST00000369395.1,chr10:114710009-114927437
1,114710431,114710704
2,114710966,114711032
3,114711242,114711366
4,114799784,114799885
5,114849156,114849299
6,114900943,114901075
7,114903682,114903784
8,114905770,114905862

>ROS1_ENST00000368508.3,chr6:117609463-117747018
1,117746697,117747018
2,117739625,117739669
3,117737421,117737480
4,117730745,117730805
5,117725443,117725591
6,117724302,117724440
7,117718078,117718279
8,117717351,117717427
9,117715779,117715901
10,117715325,117715509
11,117714387,117714484
12,117710513,117711009
13,117708943,117709197
14,117708052,117708162
15,117706846,117707024
16,117704480,117704671
