HGNC ID	Approved Symbol	Approved Name	UniProt ID(supplied by UniProt)
HGNC:38656	CBX1P2	chromobox 1 pseudogene 2	
HGNC:38657	CBX1P3	chromobox 1 pseudogene 3	
HGNC:38658	CBX1P4	chromobox 1 pseudogene 4	
HGNC:21006	CBX1P5	chromobox 1 pseudogene 5	
HGNC:1552	CBX2	chromobox 2	Q14781
HGNC:1553	CBX3	chromobox 3	Q13185
HGNC:33950	CBX3P1	chromobox 3 pseudogene 1	
HGNC:42874	CBX3P2	chromobox 3 pseudogene 2	
HGNC:42875	CBX3P3	chromobox 3 pseudogene 3	
HGNC:42876	CBX3P4	chromobox 3 pseudogene 4	
HGNC:42877	CBX3P5	chromobox 3 pseudogene 5	
HGNC:42878	CBX3P6	chromobox 3 pseudogene 6	
HGNC:42879	CBX3P7	chromobox 3 pseudogene 7	
HGNC:42880	CBX3P8	chromobox 3 pseudogene 8	
HGNC:42881	CBX3P9	chromobox 3 pseudogene 9	
HGNC:1554	CBX4	chromobox 4	O00257
HGNC:1555	CBX5	chromobox 5	P45973
HGNC:38659	CBX5P1	chromobox 5 pseudogene 1	
HGNC:1556	CBX6	chromobox 6	O95503
HGNC:1557	CBX7	chromobox 7	O95931
HGNC:15962	CBX8	chromobox 8	Q9HC52
HGNC:1307	CBY1	chibby homolog 1 (Drosophila)	Q9Y3M2
HGNC:33278	CBY3	chibby homolog 3 (Drosophila)	A6NI87
HGNC:30237	CC2D1A	coiled-coil and C2 domain containing 1A	Q6P1N0
HGNC:29386	CC2D1B	coiled-coil and C2 domain containing 1B	Q5T0F9
HGNC:29253	CC2D2A	coiled-coil and C2 domain containing 2A	Q9P2K1
HGNC:31666	CC2D2B	coiled-coil and C2 domain containing 2B	Q6DHV5
HGNC:1559	CCA1	cataract, congenital, cerulean type, 1	
HGNC:1561	CCAL1	chondrocalcinosis 1 (calcium pyrophosphate-deposition disease, early onset osteoarthritis)	
HGNC:24236	CCAR1	cell division cycle and apoptosis regulator 1	Q8IX12
HGNC:23360	CCAR2	cell cycle and apoptosis regulator 2	Q8N163
HGNC:45128	CCAT1	colon cancer associated transcript 1 (non-protein coding)	
HGNC:47044	CCAT2	colon cancer associated transcript 2 (non-protein coding)	
HGNC:29426	CCBE1	collagen and calcium binding EGF domains 1	Q6UXH8
HGNC:23813	CCDC3	coiled-coil domain containing 3	Q9BQI4
HGNC:18782	CCDC6	coiled-coil domain containing 6	Q16204
HGNC:26533	CCDC7	coiled-coil domain containing 7	Q96M83
HGNC:25367	CCDC8	coiled-coil domain containing 8	Q9H0W5
HGNC:24560	CCDC9	coiled-coil domain containing 9	Q9Y3X0
HGNC:43919	CCDC11P1	coiled-coil domain containing 11 pseudogene 1	
HGNC:28332	CCDC12	coiled-coil domain containing 12	Q8WUD4
HGNC:26358	CCDC13	coiled-coil domain containing 13	Q8IYE1
HGNC:41142	CCDC13-AS1	CCDC13 antisense RNA 1	
HGNC:25766	CCDC14	coiled-coil domain containing 14	Q49A88
HGNC:25798	CCDC15	coiled-coil domain containing 15	Q0P6D6
HGNC:26574	CCDC17	coiled-coil domain containing 17	Q96LX7
HGNC:30370	CCDC18	coiled-coil domain containing 18	Q5T9S5
HGNC:52262	CCDC18-AS1	CCDC18 antisense RNA 1	
HGNC:28909	CCDC22	coiled-coil domain containing 22	O60826
HGNC:28688	CCDC24	coiled-coil domain containing 24	Q8N4L8
HGNC:25591	CCDC25	coiled-coil domain containing 25	Q86WR0
HGNC:28416	CCDC26	CCDC26 long non-coding RNA	Q8TAB7
HGNC:26546	CCDC27	coiled-coil domain containing 27	Q2M243
HGNC:21098	CCDC28A	coiled-coil domain containing 28A	Q8IWP9
HGNC:28163	CCDC28B	coiled-coil domain containing 28B	Q9BUN5
HGNC:26103	CCDC30	coiled-coil domain containing 30	Q5VVM6
HGNC:26552	CCDC33	coiled-coil domain containing 33	Q8N5R6
HGNC:25079	CCDC34	coiled-coil domain containing 34	Q96HJ3
HGNC:44008	CCDC34P1	coiled-coil domain containing 34 pseudogene 1	
HGNC:27945	CCDC36	coiled-coil domain containing 36	Q8IYA8
HGNC:49641	CCDC37-AS1	CCDC37 antisense RNA 1 (head to head)	
HGNC:26843	CCDC38	coiled-coil domain containing 38	Q502W7
HGNC:25244	CCDC39	coiled-coil domain containing 39	Q9UFE4
HGNC:41089	CCDC39-AS1	CCDC39 antisense RNA 1	
HGNC:26090	CCDC40	coiled-coil domain containing 40	Q4G0X9
HGNC:26528	CCDC42	coiled-coil domain containing 42	Q96M95
HGNC:26472	CCDC43	coiled-coil domain containing 43	Q96MW1
HGNC:24856	CCDC47	coiled-coil domain containing 47	Q96A33
HGNC:18111	CCDC50	coiled-coil domain containing 50	Q8IVM0
HGNC:25714	CCDC51	coiled-coil domain containing 51	Q96ER9
HGNC:24256	CCDC53	coiled-coil domain containing 53	Q9Y3C0
HGNC:30703	CCDC54	coiled-coil domain containing 54	Q8NEL0
HGNC:27564	CCDC57	coiled-coil domain containing 57	Q2TAC2
HGNC:31136	CCDC58	coiled-coil domain containing 58	Q4VC31
HGNC:32457	CCDC58P1	coiled-coil domain containing 58 pseudogene 1	
HGNC:45025	CCDC58P2	coiled-coil domain containing 58 pseudogene 2	
HGNC:45026	CCDC58P3	coiled-coil domain containing 58 pseudogene 3	
HGNC:45027	CCDC58P4	coiled-coil domain containing 58 pseudogene 4	
HGNC:45028	CCDC58P5	coiled-coil domain containing 58 pseudogene 5	
HGNC:25005	CCDC59	coiled-coil domain containing 59	Q9P031
HGNC:28610	CCDC60	coiled-coil domain containing 60	Q8IWA6
HGNC:33629	CCDC61	coiled-coil domain containing 61	Q9Y6R9
HGNC:30723	CCDC62	coiled-coil domain containing 62	Q6P9F0
HGNC:26669	CCDC63	coiled-coil domain containing 63	Q8NA47
HGNC:29937	CCDC65	coiled-coil domain containing 65	Q8IXS2
HGNC:27709	CCDC66	coiled-coil domain containing 66	A2RUB6
HGNC:26344	CCDC67	coiled-coil domain containing 67	Q05D60
HGNC:24350	CCDC68	coiled-coil domain containing 68	Q9H2F9
HGNC:24487	CCDC69	coiled-coil domain containing 69	A6NI79
HGNC:25303	CCDC70	coiled-coil domain containing 70	Q6NSX1
HGNC:25760	CCDC71	coiled-coil domain containing 71	Q8IV32
HGNC:26685	CCDC71L	coiled-coil domain containing 71-like	Q8N9Z2
HGNC:23261	CCDC73	coiled-coil domain containing 73	Q6ZRK6
HGNC:25197	CCDC74A	coiled-coil domain containing 74A	Q96AQ1
HGNC:25267	CCDC74B	coiled-coil domain containing 74B	Q96LY2
HGNC:51917	CCDC74BP1	coiled-coil domain containing 74B pseudogene 1	
HGNC:42659	CCDC75P1	coiled-coil domain containing 75 pseudogene 1	
HGNC:28203	CCDC77	coiled-coil domain containing 77	Q9BR77
HGNC:14153	CCDC78	coiled-coil domain containing 78	A2IDD5
HGNC:30649	CCDC80	coiled-coil domain containing 80	Q76M96
HGNC:26281	CCDC81	coiled-coil domain containing 81	Q6ZN84
HGNC:26282	CCDC82	coiled-coil domain containing 82	Q8N4S0
HGNC:28535	CCDC83	coiled-coil domain containing 83	Q8IWF9
HGNC:30460	CCDC84	coiled-coil domain containing 84	Q86UT8
HGNC:29400	CCDC85A	coiled-coil domain containing 85A	Q96PX6
HGNC:24926	CCDC85B	coiled-coil domain containing 85B	Q15834
HGNC:35459	CCDC85C	coiled-coil domain containing 85C	A6NKD9
HGNC:28359	CCDC86	coiled-coil domain containing 86	Q9H6F5
HGNC:25579	CCDC87	coiled-coil domain containing 87	Q9NVE4
HGNC:25523	CCDC88A	coiled-coil domain containing 88A	Q3V6T2
HGNC:26757	CCDC88B	coiled-coil domain containing 88B	A6NC98
HGNC:19967	CCDC88C	coiled-coil domain containing 88C	Q9P219
HGNC:26762	CCDC89	coiled-coil domain containing 89	Q8N998
HGNC:1217	CCDC90AP1	coiled-coil domain containing 90A pseudogene 1	
HGNC:28108	CCDC90B	coiled-coil domain containing 90B	Q9GZT6
HGNC:24855	CCDC91	coiled-coil domain containing 91	Q7Z6B0
HGNC:29563	CCDC92	coiled-coil domain containing 92	Q53HC0
HGNC:52279	CCDC92B	coiled-coil domain containing 92B	
HGNC:25611	CCDC93	coiled-coil domain containing 93	Q567U6
HGNC:25518	CCDC94	coiled-coil domain containing 94	Q9BW85
HGNC:26900	CCDC96	coiled-coil domain containing 96	Q2M329
HGNC:28289	CCDC97	coiled-coil domain containing 97	Q96F63
HGNC:28097	CCDC102A	coiled-coil domain containing 102A	Q96A19
HGNC:26295	CCDC102B	coiled-coil domain containing 102B	Q68D86
HGNC:32700	CCDC103	coiled-coil domain containing 103	Q8IW40
HGNC:26866	CCDC105	coiled-coil domain containing 105	Q8IYK2
HGNC:30181	CCDC106	coiled-coil domain containing 106	Q9BWC9
HGNC:28465	CCDC107	coiled-coil domain containing 107	Q8WV48
HGNC:26076	CCDC109B	coiled-coil domain containing 109B	Q9NWR8
HGNC:28504	CCDC110	coiled-coil domain containing 110	Q8TBZ0
HGNC:28599	CCDC112	coiled-coil domain containing 112	Q8NEF3
HGNC:25002	CCDC113	coiled-coil domain containing 113	Q9H0I3
HGNC:26560	CCDC114	coiled-coil domain containing 114	Q96M63
HGNC:28178	CCDC115	coiled-coil domain containing 115	Q96NT0
HGNC:26688	CCDC116	coiled-coil domain containing 116	Q8IYX3
HGNC:26599	CCDC117	coiled-coil domain containing 117	Q8IWD4
HGNC:28910	CCDC120	coiled-coil domain containing 120	Q96HB5
HGNC:25833	CCDC121	coiled-coil domain containing 121	Q6ZUS5
HGNC:26478	CCDC122	coiled-coil domain containing 122	Q5T0U0
HGNC:25171	CCDC124	coiled-coil domain containing 124	Q96CT7
HGNC:28924	CCDC125	coiled-coil domain containing 125	Q86Z20
HGNC:22398	CCDC126	coiled-coil domain containing 126	Q96EE4
HGNC:30520	CCDC127	coiled-coil domain containing 127	Q96BQ5
HGNC:27363	CCDC129	coiled-coil domain containing 129	Q6ZRS4
HGNC:28118	CCDC130	coiled-coil domain containing 130	P13994
HGNC:26185	CCDC134	coiled-coil domain containing 134	Q9H6E4
HGNC:22225	CCDC136	coiled-coil domain containing 136	Q96JN2
HGNC:33451	CCDC137	coiled-coil domain containing 137	Q6PK04
HGNC:33459	CCDC137P	coiled-coil domain containing 137 pseudogene	
HGNC:26531	CCDC138	coiled-coil domain containing 138	Q96M89
HGNC:26514	CCDC140	coiled-coil domain containing 140	Q96MF4
HGNC:26821	CCDC141	coiled-coil domain containing 141	Q6ZP82
HGNC:25889	CCDC142	coiled-coil domain containing 142	Q17RM4
HGNC:29072	CCDC144A	coiled-coil domain containing 144A	A2RUR9
HGNC:26704	CCDC144B	coiled-coil domain containing 144B (pseudogene)	Q3MJ40
HGNC:29073	CCDC144CP	coiled-coil domain containing 144C, pseudogene	Q8IYA2
HGNC:33735	CCDC144NL	coiled-coil domain containing 144 family, N-terminal like	Q6NUI1
HGNC:51340	CCDC144NL-AS1	CCDC144NL antisense RNA 1	
HGNC:29296	CCDC146	coiled-coil domain containing 146	Q8IYE0
HGNC:25191	CCDC148	coiled-coil domain containing 148	Q8NFR7
HGNC:44134	CCDC148-AS1	CCDC148 antisense RNA 1	
HGNC:25405	CCDC149	coiled-coil domain containing 149	Q6ZUS6
HGNC:26834	CCDC150	coiled-coil domain containing 150	Q8NCX0
HGNC:50280	CCDC150P1	coiled-coil domain containing 150 pseudogene 1	
HGNC:28303	CCDC151	coiled-coil domain containing 151	A5D8V7
HGNC:34438	CCDC152	coiled-coil domain containing 152	Q4G0S7
HGNC:27446	CCDC153	coiled-coil domain containing 153	Q494R4
HGNC:34454	CCDC154	coiled-coil domain containing 154	A6NI56
HGNC:26520	CCDC155	coiled-coil domain containing 155	Q8N6L0
HGNC:33854	CCDC157	coiled-coil domain containing 157	Q569K6
HGNC:26374	CCDC158	coiled-coil domain containing 158	Q5M9N0
HGNC:26996	CCDC159	coiled-coil domain containing 159	P0C7I6
HGNC:37286	CCDC160	coiled-coil domain containing 160	A6NGH7
HGNC:21565	CCDC162P	coiled-coil domain containing 162, pseudogene	A2VCL2
HGNC:27003	CCDC163P	coiled-coil domain containing 163, pseudogene	
HGNC:41910	CCDC166	coiled-coil domain containing 166	P0CW27
HGNC:21239	CCDC167	coiled-coil domain containing 167	Q9P0B6
HGNC:26851	CCDC168	coiled-coil domain containing 168	Q8NDH2
HGNC:34361	CCDC169	coiled-coil domain containing 169	A6NNP5
HGNC:38866	CCDC169-SOHLH2	CCDC169-SOHLH2 readthrough	
HGNC:21177	CCDC170	coiled-coil domain containing 170	Q8IYT3
HGNC:29828	CCDC171	coiled-coil domain containing 171	Q6TFL3
HGNC:30524	CCDC172	coiled-coil domain containing 172	P0C7W6
HGNC:25064	CCDC173	coiled-coil domain containing 173	Q0VFZ6
HGNC:28033	CCDC174	coiled-coil domain containing 174	Q6PII3
HGNC:19847	CCDC175	coiled-coil domain containing 175	P0C221
HGNC:23243	CCDC177	coiled-coil domain containing 177	Q9NQR7
HGNC:29588	CCDC178	coiled-coil domain containing 178	Q5BJE1
HGNC:44653	CCDC179	coiled-coil domain containing 179	H3BU77
HGNC:29303	CCDC180	coiled-coil domain containing 180	Q9P1Z9
HGNC:28051	CCDC181	coiled-coil domain containing 181	Q5TID7
HGNC:49392	CCDC182	coiled-coil domain containing 182	A6NF36
HGNC:28236	CCDC183	coiled-coil domain containing 183	Q5T5S1
HGNC:44105	CCDC183-AS1	CCDC183 antisense RNA 1	
HGNC:33749	CCDC184	coiled-coil domain containing 184	Q52MB2
HGNC:26654	CCDC185	coiled-coil domain containing 185	Q8N715
HGNC:24349	CCDC186	coiled-coil domain containing 186	Q7Z3E2
HGNC:30942	CCDC187	coiled-coil domain containing 187	A0A096LP49
HGNC:51899	CCDC188	coiled-coil domain containing 188	H7C350
HGNC:28078	CCDC189	coiled-coil domain containing 189	A1A4V9
HGNC:28736	CCDC190	coiled-coil domain containing 190	Q86UF4
HGNC:29272	CCDC191	coiled-coil domain containing 191	Q8NCU4
HGNC:49566	CCDC192	coiled-coil domain containing 192	
HGNC:51693	CCEPR	cervical carcinoma expressed PCNA regulatory lncRNA	
HGNC:28373	CCER1	coiled-coil glutamate rich protein 1	Q8TC90
HGNC:44662	CCER2	coiled-coil glutamate rich protein 2	I3L3R5
HGNC:13930	CCHCR1	coiled-coil alpha-helical rod protein 1	Q8TD31
HGNC:1568	CCIN	calicin	Q13939
HGNC:1569	CCK	cholecystokinin	P06307
HGNC:1570	CCKAR	cholecystokinin A receptor	P32238
HGNC:1571	CCKBR	cholecystokinin B receptor	P32239
HGNC:10609	CCL1	C-C motif chemokine ligand 1	P22362
HGNC:10618	CCL2	C-C motif chemokine ligand 2	P13500
HGNC:10627	CCL3	C-C motif chemokine ligand 3	P10147
HGNC:10628	CCL3L1	C-C motif chemokine ligand 3 like 1	P16619
HGNC:30554	CCL3L3	C-C motif chemokine ligand 3 like 3	P16619
HGNC:10629	CCL3P1	C-C motif chemokine ligand 3 pseudogene 1	
HGNC:10630	CCL4	C-C motif chemokine ligand 4	P13236
HGNC:10631	CCL4L1	C-C motif chemokine ligand 4 like 1	Q8NHW4
HGNC:24066	CCL4L2	C-C motif chemokine ligand 4 like 2	Q8NHW4
HGNC:10632	CCL5	C-C motif chemokine ligand 5	P13501
HGNC:10634	CCL7	C-C motif chemokine ligand 7	P80098
HGNC:10635	CCL8	C-C motif chemokine ligand 8	P80075
HGNC:10610	CCL11	C-C motif chemokine ligand 11	P51671
HGNC:10611	CCL13	C-C motif chemokine ligand 13	Q99616
HGNC:10612	CCL14	C-C motif chemokine ligand 14	Q16627
HGNC:10613	CCL15	C-C motif chemokine ligand 15	Q16663
HGNC:44436	CCL15-CCL14	CCL15-CCL14 readthrough (NMD candidate)	
HGNC:10614	CCL16	C-C motif chemokine ligand 16	O15467
HGNC:10615	CCL17	C-C motif chemokine ligand 17	Q92583
HGNC:10616	CCL18	C-C motif chemokine ligand 18	P55774
HGNC:10617	CCL19	C-C motif chemokine ligand 19	Q99731
HGNC:10619	CCL20	C-C motif chemokine ligand 20	P78556
HGNC:10620	CCL21	C-C motif chemokine ligand 21	O00585
HGNC:10621	CCL22	C-C motif chemokine ligand 22	O00626
HGNC:10622	CCL23	C-C motif chemokine ligand 23	P55773
HGNC:10623	CCL24	C-C motif chemokine ligand 24	O00175
HGNC:10624	CCL25	C-C motif chemokine ligand 25	O15444
HGNC:10625	CCL26	C-C motif chemokine ligand 26	Q9Y258
HGNC:10626	CCL27	C-C motif chemokine ligand 27	Q9Y4X3
HGNC:17700	CCL28	C-C motif chemokine ligand 28	Q9NRJ3
HGNC:21708	CCM2	CCM2 scaffolding protein	Q9BSQ5
HGNC:16153	CCM2L	CCM2 like scaffolding protein	Q9NUG4
HGNC:1577	CCNA1	cyclin A1	P78396
HGNC:1578	CCNA2	cyclin A2	P20248
HGNC:1579	CCNB1	cyclin B1	P14635
HGNC:19437	CCNB1IP1	cyclin B1 interacting protein 1	Q9NPC3
HGNC:37693	CCNB1IP1P1	cyclin B1 interacting protein 1 pseudogene 1	
HGNC:37694	CCNB1IP1P2	cyclin B1 interacting protein 1 pseudogene 2	
HGNC:37695	CCNB1IP1P3	cyclin B1 interacting protein 1 pseudogene 3	
HGNC:1580	CCNB2	cyclin B2	O95067
HGNC:50850	CCNB2P1	cyclin B2 pseudogene 1	
HGNC:18709	CCNB3	cyclin B3	Q8WWL7
HGNC:50851	CCNB3P1	cyclin B3 pseudogene 1	
HGNC:1581	CCNC	cyclin C	P24863
HGNC:1582	CCND1	cyclin D1	P24385
HGNC:1583	CCND2	cyclin D2	P30279
HGNC:49398	CCND2-AS1	CCND2 antisense RNA 1	
HGNC:49399	CCND2-AS2	CCND2 antisense RNA 2	
HGNC:1584	CCND2P1	cyclin D2 pseudogene 1	
HGNC:1585	CCND3	cyclin D3	P30281
HGNC:1586	CCND3P1	cyclin D3 pseudogene 1	
HGNC:50852	CCND3P2	cyclin D3 pseudogene 2	
HGNC:1587	CCNDBP1	cyclin D1 binding protein 1	O95273
HGNC:1589	CCNE1	cyclin E1	P24864
HGNC:1590	CCNE2	cyclin E2	O96020
HGNC:1591	CCNF	cyclin F	P41002
HGNC:1592	CCNG1	cyclin G1	P51959
HGNC:39177	CCNG1P1	cyclin G1 pseudogene 1	
HGNC:1593	CCNG2	cyclin G2	Q16589
HGNC:50853	CCNG2P1	cyclin G2 pseudogene 1	
HGNC:1594	CCNH	cyclin H	P51946
HGNC:50854	CCNHP1	cyclin H pseudogene 1	
HGNC:1595	CCNI	cyclin I	Q14094
HGNC:33869	CCNI2	cyclin I family member 2	Q6ZMN8
HGNC:23434	CCNJ	cyclin J	Q5T5M9
HGNC:25876	CCNJL	cyclin J like	Q8IV13
HGNC:22512	CCNJP1	cyclin J pseudogene 1	
HGNC:37997	CCNJP2	cyclin J pseudogene 2	
HGNC:1596	CCNK	cyclin K	O75909
HGNC:20569	CCNL1	cyclin L1	Q9UK58
HGNC:20570	CCNL2	cyclin L2	Q96S94
HGNC:50855	CCNL2P1	cyclin L2 pseudogene 1	
HGNC:18576	CCNO	cyclin O	P22674
HGNC:1599	CCNT1	cyclin T1	O60563
HGNC:1600	CCNT2	cyclin T2	O60583
HGNC:40130	CCNT2-AS1	CCNT2 antisense RNA 1	
HGNC:39178	CCNT2P1	cyclin T2 pseudogene 1	
HGNC:23354	CCNY	cyclin Y	Q8ND76
HGNC:26868	CCNYL1	cyclin Y like 1	Q8N7R7
HGNC:23495	CCNYL2	cyclin Y-like 2 (pseudogene)	Q5T2Q4
HGNC:33206	CCNYL3	cyclin Y-like 3	P0C7X3
HGNC:24342	CCP110	centriolar coiled-coil protein 110kDa	O43303
HGNC:24227	CCPG1	cell cycle progression 1	Q9ULG6
HGNC:1602	CCR1	C-C motif chemokine receptor 1	P32246
HGNC:1603	CCR2	C-C motif chemokine receptor 2	P41597
HGNC:1604	CCR3	C-C motif chemokine receptor 3	P51677
HGNC:1605	CCR4	C-C motif chemokine receptor 4	P51679
HGNC:1606	CCR5	C-C motif chemokine receptor 5 (gene/pseudogene)	P51681
HGNC:1607	CCR6	C-C motif chemokine receptor 6	P51684
HGNC:1608	CCR7	C-C motif chemokine receptor 7	P32248
HGNC:1609	CCR8	C-C motif chemokine receptor 8	P51685
HGNC:1610	CCR9	C-C motif chemokine receptor 9	P51686
HGNC:4474	CCR10	C-C motif chemokine receptor 10	P46092
HGNC:39812	CCR12P	C-C motif chemokine receptor 12, pseudogene	
HGNC:21142	CCRL1P1	C-C motif chemokine receptor like 1 pseudogene 1	
HGNC:1612	CCRL2	C-C motif chemokine receptor like 2	O00421
HGNC:1613	CCS	copper chaperone for superoxide dismutase	O14618
HGNC:29578	CCSAP	centriole, cilia and spindle associated protein	Q6IQ19
HGNC:29349	CCSER1	coiled-coil serine rich protein 1	Q9C0I3
HGNC:29197	CCSER2	coiled-coil serine rich protein 2	Q9H7U1
HGNC:1614	CCT	cataract, congenital, total	
HGNC:1615	CCT2	chaperonin containing TCP1 subunit 2	P78371
HGNC:1616	CCT3	chaperonin containing TCP1 subunit 3	P49368
HGNC:35129	CCT3P1	chaperonin containing TCP1 subunit 3 pseudogene 1	
HGNC:1617	CCT4	chaperonin containing TCP1 subunit 4	P50991
HGNC:35151	CCT4P1	chaperonin containing TCP1 subunit 4 pseudogene 1	
HGNC:35141	CCT4P2	chaperonin containing TCP1 subunit 4 pseudogene 2	
HGNC:1618	CCT5	chaperonin containing TCP1 subunit 5	P48643
HGNC:35135	CCT5P1	chaperonin containing TCP1 subunit 5 pseudogene 1	
HGNC:35139	CCT5P2	chaperonin containing TCP1 subunit 5 pseudogene 2	
HGNC:1620	CCT6A	chaperonin containing TCP1 subunit 6A	P40227
HGNC:1621	CCT6B	chaperonin containing TCP1 subunit 6B	Q92526
HGNC:33094	CCT6P1	chaperonin containing TCP1 subunit 6 pseudogene 1	
HGNC:35150	CCT6P2	chaperonin containing TCP1 subunit 6 pseudogene 2	
HGNC:35137	CCT6P3	chaperonin containing TCP1 subunit 6 pseudogene 3	
HGNC:35148	CCT6P4	chaperonin containing TCP1 subunit 6 pseudogene 4	
HGNC:38608	CCT6P5	chaperonin containing TCP1 subunit 6 pseudogene 5	
HGNC:1622	CCT7	chaperonin containing TCP1 subunit 7	Q99832
HGNC:35149	CCT7P1	chaperonin containing TCP1 subunit 7 pseudogene 1	
HGNC:35134	CCT7P2	chaperonin containing TCP1 subunit 7 pseudogene 2	
HGNC:1623	CCT8	chaperonin containing TCP1 subunit 8	P50990
HGNC:32153	CCT8L1P	chaperonin containing TCP1 subunit 8 like 1, pseudogene	A6NM43
HGNC:15553	CCT8L2	chaperonin containing TCP1 subunit 8 like 2	Q96SF2
HGNC:35144	CCT8P1	chaperonin containing TCP1 subunit 8 pseudogene 1	
HGNC:1624	CCV	cataract, congenital, Volkmann type	
HGNC:21691	CCZ1	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated	P86791
HGNC:21717	CCZ1B	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated	P86790
HGNC:1634	CD1A	CD1a molecule	P06126
HGNC:1635	CD1B	CD1b molecule	P29016
HGNC:1636	CD1C	CD1c molecule	P29017
HGNC:1637	CD1D	CD1d molecule	P15813
HGNC:1638	CD1E	CD1e molecule	P15812
HGNC:1639	CD2	CD2 molecule	P06729
HGNC:14258	CD2AP	CD2-associated protein	Q9Y5K6
HGNC:1656	CD2BP2	CD2 (cytoplasmic tail) binding protein 2	O95400
HGNC:1673	CD3D	CD3d molecule	P04234
HGNC:1674	CD3E	CD3e molecule	P07766
HGNC:24219	CD3EAP	CD3e molecule associated protein	O15446
HGNC:1675	CD3G	CD3g molecule	P09693
HGNC:1678	CD4	CD4 molecule	P01730
HGNC:1685	CD5	CD5 molecule	P06127
HGNC:1690	CD5L	CD5 molecule like	O43866
HGNC:1691	CD6	CD6 molecule	P30203
HGNC:1695	CD7	CD7 molecule	P09564
HGNC:1706	CD8A	CD8a molecule	P01732
HGNC:1707	CD8B	CD8b molecule	P10966
HGNC:1708	CD8BP	CD8b molecule pseudogene	A6NJW9
HGNC:1709	CD9	CD9 molecule	P21926
HGNC:1628	CD14	CD14 molecule	P08571
HGNC:1633	CD19	CD19 molecule	P15391
HGNC:1643	CD22	CD22 molecule	P20273
HGNC:1645	CD24	CD24 molecule	P25063
HGNC:1646	CD24P1	CD24 molecule pseudogene 1	
HGNC:1647	CD24P2	CD24 molecule pseudogene 2	
HGNC:1648	CD24P3	CD24 molecule pseudogene 3	
HGNC:1649	CD24P4	CD24 molecule pseudogene 4	
HGNC:11922	CD27	CD27 molecule	P26842
HGNC:43896	CD27-AS1	CD27 antisense RNA 1	
HGNC:1653	CD28	CD28 molecule	P10747
HGNC:1659	CD33	CD33 molecule	P20138
HGNC:1662	CD34	CD34 molecule	P28906
HGNC:1663	CD36	CD36 molecule	P16671
HGNC:1666	CD37	CD37 molecule	P11049
HGNC:1667	CD38	CD38 molecule	P28907
HGNC:11919	CD40	CD40 molecule	P25942
HGNC:11935	CD40LG	CD40 ligand	P29965
HGNC:1681	CD44	CD44 molecule (Indian blood group)	P16070
HGNC:6953	CD46	CD46 molecule	P15529
HGNC:6959	CD46P1	CD46 molecule pseudogene 1	
HGNC:1682	CD47	CD47 molecule	Q08722
HGNC:1683	CD48	CD48 molecule	P09326
HGNC:1804	CD52	CD52 molecule	P31358
HGNC:1686	CD53	CD53 molecule	P19397
HGNC:2665	CD55	CD55 molecule (Cromer blood group)	P08174
HGNC:1688	CD58	CD58 molecule	P19256
HGNC:1689	CD59	CD59 molecule	P13987
HGNC:1692	CD63	CD63 molecule	P08962
HGNC:1693	CD68	CD68 molecule	P34810
HGNC:1694	CD69	CD69 molecule	Q07108
